LocationWell;location_id;date;AccumulationFinal
109;109;2011-08-10;0.0
109;109;2011-08-11;0.0
109;109;2011-08-12;0.0
109;109;2011-08-13;3.4000000000000004
109;109;2011-08-14;3.0000000000000004
109;109;2011-08-15;0.4
109;109;2011-08-16;0.0
109;109;2011-08-17;0.0
109;109;2011-08-18;0.0
109;109;2011-08-19;0.0
109;109;2011-08-20;17.4
109;109;2011-08-21;1.2
109;109;2011-08-22;0.0
109;109;2011-08-23;0.0
109;109;2011-08-24;12.8
109;109;2011-08-25;0.0
109;109;2011-08-26;0.0
109;109;2011-08-27;0.0
109;109;2011-08-28;0.0
109;109;2011-08-29;0.0
109;109;2011-08-30;0.0
109;109;2011-08-31;0.0
109;109;2011-09-01;2.8000000000000003
109;109;2011-09-02;0.0
109;109;2011-09-03;4.2
109;109;2011-09-04;6.000000000000001
109;109;2011-09-05;1.0
109;109;2011-09-06;0.0
109;109;2011-09-07;2.4
109;109;2011-09-08;0.8
109;109;2011-09-09;0.0
109;109;2011-09-10;20.799999999999997
109;109;2011-09-11;1.9999999999999998
109;109;2011-09-12;0.2
109;109;2011-09-13;0.0
109;109;2011-09-14;5.000000000000001
109;109;2011-09-15;0.0
109;109;2011-09-16;0.0
109;109;2011-09-17;0.0
109;109;2011-09-18;0.0
109;109;2011-09-19;16.4
109;109;2011-09-20;0.0
109;109;2011-09-21;0.6000000000000001
109;109;2011-09-22;0.0
109;109;2011-09-23;12.999999999999996
109;109;2011-09-24;0.2
109;109;2011-09-25;0.0
109;109;2011-09-26;3.4000000000000012
109;109;2011-09-27;0.0
109;109;2011-09-28;0.0
109;109;2011-09-29;4.2
109;109;2011-09-30;13.999999999999996
109;109;2011-10-01;217.99999999999997
109;109;2011-10-02;136.8
109;109;2011-10-03;5.199999999999999
109;109;2011-10-04;0.0
109;109;2011-10-05;0.0
109;109;2011-10-06;0.0
109;109;2011-10-07;0.0
109;109;2011-10-08;0.0
109;109;2011-10-09;0.0
109;109;2011-10-10;0.0
109;109;2011-10-11;0.0
109;109;2011-10-12;8.799999999999997
109;109;2011-10-13;0.6000000000000001
109;109;2011-10-14;60.8
109;109;2011-10-15;159.80000000000004
109;109;2011-10-16;0.0
109;109;2011-10-17;124.40000000000002
109;109;2011-10-18;0.4
109;109;2011-10-19;71.4
109;109;2011-10-20;16.000000000000004
109;109;2011-10-21;0.2
109;109;2011-10-22;0.0
109;109;2011-10-23;0.0
109;109;2011-10-24;17.599999999999998
109;109;2011-10-25;1.2
109;109;2011-10-26;1.4
109;109;2011-10-27;0.0
109;109;2011-10-28;0.0
109;109;2011-10-29;0.8
109;109;2011-10-30;0.6000000000000001
109;109;2011-10-31;0.2
109;109;2011-11-01;0.0
109;109;2011-11-02;22.200000000000003
109;109;2011-11-03;83.8
109;109;2011-11-04;20.599999999999998
109;109;2011-11-05;0.0
109;109;2011-11-06;0.0
109;109;2011-11-07;0.0
109;109;2011-11-08;0.6000000000000001
109;109;2011-11-09;37.6
109;109;2011-11-10;94.0
109;109;2011-11-11;29.4
109;109;2011-11-12;0.0
109;109;2011-11-13;67.4
109;109;2011-11-14;42.599999999999994
109;109;2011-11-15;0.2
109;109;2011-11-16;0.0
109;109;2011-11-17;52.8
109;109;2011-11-18;9.4
109;109;2011-11-19;13.200000000000001
109;109;2011-11-20;46.0
109;109;2011-11-21;0.0
109;109;2011-11-22;140.8
109;109;2011-11-23;63.20000000000001
109;109;2011-11-24;277.79999999999995
109;109;2011-11-25;95.60000000000001
109;109;2011-11-26;29.4
109;109;2011-11-27;24.4
109;109;2011-11-28;6.799999999999999
109;109;2011-11-29;54.80000000000002
109;109;2011-11-30;4.800000000000001
109;109;2011-12-01;1.0
109;109;2011-12-02;1.2
109;109;2011-12-03;1.0
109;109;2011-12-04;31.0
109;109;2011-12-05;16.599999999999998
109;109;2011-12-06;0.8
109;109;2011-12-07;0.0
109;109;2011-12-08;80.0
109;109;2011-12-09;0.8
109;109;2011-12-10;13.4
109;109;2011-12-11;28.4
109;109;2011-12-12;0.0
109;109;2011-12-13;0.0
109;109;2011-12-14;31.599999999999994
109;109;2011-12-15;346.4
109;109;2011-12-16;13.2
109;109;2011-12-17;0.0
109;109;2011-12-18;0.0
109;109;2011-12-19;6.4
109;109;2011-12-20;0.2
109;109;2011-12-21;7.6
109;109;2011-12-22;2.8000000000000007
109;109;2011-12-23;0.2
109;109;2011-12-24;0.0
109;109;2011-12-25;20.8
109;109;2011-12-26;52.6
109;109;2011-12-27;5.8000000000000025
109;109;2011-12-28;0.2
109;109;2011-12-29;4.2
109;109;2011-12-30;8.799999999999997
109;109;2011-12-31;0.8
109;109;2012-04-01;0.0
109;109;2012-04-02;0.0
109;109;2012-04-03;3.8000000000000003
109;109;2012-04-04;77.0
109;109;2012-04-05;120.79999999999998
109;109;2012-04-06;22.4
109;109;2012-04-07;0.0
109;109;2012-04-08;49.599999999999994
109;109;2012-04-09;0.2
109;109;2012-04-10;7.3999999999999995
109;109;2012-04-11;44.8
109;109;2012-04-12;0.0
109;109;2012-04-13;0.0
109;109;2012-05-01;0.6000000000000001
109;109;2012-05-02;0.2
109;109;2012-05-03;66.2
109;109;2012-05-04;24.599999999999998
109;109;2012-05-05;0.0
109;109;2012-05-06;0.0
109;109;2012-05-07;6.0
109;109;2012-05-08;3.8000000000000003
109;109;2012-05-09;0.8
109;109;2012-05-10;0.0
109;109;2012-05-11;0.0
109;109;2012-05-12;0.4
109;109;2012-05-13;1.5999999999999999
109;109;2012-05-14;0.0
109;109;2012-05-15;0.0
109;109;2012-05-16;30.799999999999997
109;109;2012-05-17;0.0
109;109;2012-05-18;0.0
109;109;2012-05-19;0.0
109;109;2012-05-20;0.0
109;109;2012-05-21;32.199999999999996
109;109;2012-05-22;3.8
109;109;2012-05-23;0.0
109;109;2012-05-24;0.0
109;109;2012-05-25;0.8
109;109;2012-05-26;0.2
109;109;2012-05-27;9.999999999999996
109;109;2012-05-28;0.0
109;109;2012-05-29;4.0
109;109;2012-05-30;0.0
109;109;2012-05-31;0.0
109;109;2014-06-06;0.0
109;109;2014-06-07;0.0
109;109;2014-06-08;1.6
109;109;2014-06-09;0.0
109;109;2014-06-10;0.0
109;109;2014-06-11;6.400000000000001
109;109;2014-06-12;1.2
109;109;2014-06-13;0.2
109;109;2014-06-14;0.0
109;109;2014-06-15;0.0
109;109;2014-06-16;0.0
109;109;2014-06-17;0.0
109;109;2014-06-18;12.600000000000001
109;109;2014-06-19;11.399999999999999
109;109;2014-06-20;0.0
109;109;2014-06-21;0.0
109;109;2014-06-22;0.0
109;109;2014-06-23;4.800000000000001
109;109;2014-06-24;7.600000000000001
109;109;2014-06-25;0.2
109;109;2014-06-26;0.0
109;109;2014-06-27;0.0
109;109;2014-06-28;0.0
109;109;2014-06-29;6.2
109;109;2014-06-30;0.0
109;109;2014-07-01;10.6
109;109;2014-07-02;0.8
109;109;2014-07-03;0.0
109;109;2014-07-04;0.0
109;109;2014-07-05;0.0
109;109;2014-07-06;0.0
109;109;2014-07-07;30.8
109;109;2014-07-08;44.0
109;109;2014-07-09;1.0
109;109;2014-07-10;0.4
109;109;2014-07-11;0.2
109;109;2014-07-12;1.0
109;109;2014-07-13;0.4
109;109;2014-07-14;4.2
109;109;2014-07-15;3.0
109;109;2014-07-16;0.0
109;109;2014-07-17;0.0
109;109;2014-07-18;0.0
109;109;2014-07-19;0.6000000000000001
109;109;2014-07-20;0.0
109;109;2014-07-21;0.0
109;109;2014-07-22;0.0
109;109;2014-07-23;1.6
109;109;2014-07-24;0.0
109;109;2014-07-25;0.0
109;109;2014-07-26;0.0
109;109;2014-07-27;11.2
109;109;2014-07-28;13.999999999999998
109;109;2014-07-29;0.0
109;109;2014-07-30;0.0
109;109;2014-07-31;1.4
109;109;2014-08-01;0.2
109;109;2014-08-02;0.0
109;109;2014-08-03;0.0
109;109;2014-08-04;0.0
109;109;2014-08-05;13.6
109;109;2014-08-06;0.0
109;109;2014-08-07;0.0
109;109;2014-08-08;0.0
109;109;2014-08-09;0.0
109;109;2014-08-10;0.0
109;109;2014-08-11;19.0
109;109;2014-08-12;0.4
109;109;2014-08-13;0.0
109;109;2014-08-14;1.4
109;109;2014-08-15;0.0
109;109;2014-08-16;4.0
109;109;2014-08-17;0.2
109;109;2014-08-18;0.0
109;109;2014-08-19;9.399999999999999
109;109;2014-08-20;0.2
109;109;2014-08-21;0.0
109;109;2014-08-22;1.6
109;109;2014-08-23;0.0
109;109;2014-08-24;0.0
109;109;2014-08-25;0.0
109;109;2014-08-26;0.0
109;109;2014-08-27;0.0
109;109;2014-08-28;0.0
109;109;2014-08-29;0.0
109;109;2014-08-30;0.0
109;109;2014-08-31;0.0
109;109;2014-09-01;35.4
109;109;2014-09-02;2.4
109;109;2014-09-03;0.0
109;109;2014-09-04;0.0
109;109;2014-09-05;50.99999999999999
109;109;2014-09-06;11.199999999999998
109;109;2014-09-07;0.0
109;109;2014-09-08;0.0
109;109;2014-09-09;0.4
109;109;2014-09-10;43.60000000000001
109;109;2014-09-11;3.8000000000000007
109;109;2014-09-12;0.4
109;109;2014-09-13;11.0
109;109;2014-09-14;0.0
109;109;2014-09-15;0.8
109;109;2014-09-16;0.2
109;109;2014-09-17;0.0
109;109;2014-09-18;0.0
109;109;2014-09-19;0.0
109;109;2014-09-20;11.4
109;109;2014-09-21;18.99999999999999
109;109;2014-09-22;0.2
109;109;2014-09-23;1.6
109;109;2014-09-24;0.0
109;109;2014-09-25;0.0
109;109;2014-09-26;0.0
109;109;2014-09-27;0.0
109;109;2014-09-28;0.0
109;109;2014-09-29;0.0
109;109;2014-09-30;18.2
109;109;2014-10-01;0.0
109;109;2014-10-02;0.0
109;109;2014-10-03;14.2
109;109;2014-10-04;6.200000000000001
109;109;2014-10-05;2.0
109;109;2014-10-06;3.2
109;109;2014-10-07;2.6
109;109;2014-10-08;158.6
109;109;2014-10-09;0.8
109;109;2014-10-10;0.0
109;109;2014-10-11;1.2
109;109;2014-10-12;0.8
109;109;2014-10-13;12.799999999999995
109;109;2014-10-14;20.39999999999999
109;109;2014-10-15;9.799999999999997
109;109;2014-10-16;14.399999999999999
109;109;2014-10-17;56.8
109;109;2014-10-18;12.399999999999993
109;109;2014-10-19;0.0
109;109;2014-10-20;2.4000000000000004
109;109;2014-10-21;75.8
109;109;2014-10-22;9.2
109;109;2014-10-23;0.0
109;109;2014-10-24;0.0
109;109;2014-10-25;67.0
109;109;2014-10-26;0.6000000000000001
109;109;2014-10-27;1.0
109;109;2014-10-28;120.80000000000001
109;109;2014-10-29;27.4
109;109;2014-10-30;0.0
109;109;2014-10-31;226.8
109;109;2014-11-01;243.2
109;109;2014-11-02;0.0
109;109;2014-11-03;5.0
109;109;2014-11-04;176.59999999999994
109;109;2014-11-05;62.0
109;109;2014-11-06;4.800000000000001
109;109;2014-11-07;5.800000000000002
109;109;2014-11-08;6.800000000000001
109;109;2014-11-09;72.2
109;109;2014-11-10;0.0
109;109;2014-11-11;172.2
109;109;2014-11-12;96.39999999999999
109;109;2014-11-13;0.0
109;109;2014-11-14;0.0
109;109;2014-11-15;17.0
109;109;2014-11-16;21.2
109;109;2014-11-17;75.0
109;109;2014-11-18;125.19999999999999
109;109;2014-11-19;39.0
109;109;2014-11-20;215.00000000000003
109;109;2014-11-21;0.2
109;109;2014-11-22;13.6
109;109;2014-11-23;5.800000000000001
109;109;2014-11-24;158.4
109;109;2014-11-25;376.99999999999983
109;109;2014-11-26;0.0
109;109;2014-11-27;0.0
109;109;2014-11-28;0.0
109;109;2014-11-29;2.6000000000000005
109;109;2014-11-30;53.199999999999996
109;109;2014-12-01;29.799999999999997
109;109;2014-12-02;0.0
109;109;2014-12-03;138.4
109;109;2014-12-04;0.0
109;109;2014-12-05;0.0
109;109;2014-12-06;139.2
109;109;2014-12-07;5.2
109;109;2014-12-08;1.9999999999999998
109;109;2014-12-09;127.39999999999999
109;109;2014-12-10;275.0000000000001
109;109;2014-12-11;0.0
109;109;2014-12-12;0.0
109;109;2014-12-13;0.0
109;109;2014-12-14;0.2
109;109;2014-12-15;0.8
109;109;2014-12-16;16.999999999999993
109;109;2014-12-17;342.0
109;109;2014-12-18;28.4
109;109;2014-12-19;0.2
109;109;2014-12-20;0.4
109;109;2014-12-21;0.0
109;109;2014-12-22;0.0
109;109;2014-12-23;0.6000000000000001
109;109;2014-12-24;82.8
109;109;2014-12-25;297.0
109;109;2014-12-26;18.599999999999998
109;109;2014-12-27;197.2
109;109;2014-12-28;0.0
109;109;2014-12-29;0.0
109;109;2014-12-30;0.0
109;109;2014-12-31;2.4
109;109;2015-01-01;13.199999999999998
109;109;2015-01-02;0.0
109;109;2015-01-03;10.8
109;109;2015-01-04;14.599999999999998
109;109;2015-01-05;0.2
109;109;2015-01-06;0.0
109;109;2015-01-07;0.0
109;109;2015-01-08;33.8
109;109;2015-01-09;99.00000000000001
109;109;2015-01-10;6.400000000000001
109;109;2015-01-11;0.0
109;109;2015-01-12;0.0
109;109;2015-01-13;0.0
109;109;2015-01-14;0.0
109;109;2015-01-15;83.20000000000002
109;109;2015-01-16;0.2
109;109;2015-01-17;23.200000000000003
109;109;2015-01-18;70.60000000000005
109;109;2015-01-19;0.0
109;109;2015-01-20;0.8
109;109;2015-01-21;0.0
109;109;2015-01-22;2.2
109;109;2015-01-23;19.799999999999997
109;109;2015-01-24;0.0
109;109;2015-01-25;6.8
109;109;2015-01-26;0.0
109;109;2015-01-27;0.0
109;109;2015-01-28;0.0
109;109;2015-01-29;2.0000000000000004
109;109;2015-01-30;0.0
109;109;2015-01-31;0.6000000000000001
109;109;2015-02-01;18.0
109;109;2015-02-02;33.0
109;109;2015-02-03;3.2
109;109;2015-02-04;0.0
109;109;2015-02-05;0.0
109;109;2015-02-06;0.2
109;109;2015-02-07;0.4
109;109;2015-02-08;1.4000000000000001
109;109;2015-02-09;173.99999999999994
109;109;2015-02-10;0.4
109;109;2015-02-11;0.4
109;109;2015-02-12;0.0
109;109;2015-02-13;0.0
109;109;2015-02-14;0.0
109;109;2015-02-15;0.0
109;109;2015-02-16;0.0
109;109;2015-02-17;0.0
109;109;2015-02-18;0.0
109;109;2015-02-19;0.0
109;109;2015-02-20;0.0
109;109;2015-02-21;0.0
109;109;2015-02-22;0.0
109;109;2015-02-23;0.0
109;109;2015-02-24;122.4
109;109;2015-02-25;36.0
109;109;2015-02-26;21.8
109;109;2015-02-27;0.0
109;109;2015-02-28;0.0
109;109;2015-03-01;0.2
109;109;2015-03-02;0.2
109;109;2015-03-03;10.399999999999997
109;109;2015-03-04;7.400000000000003
109;109;2015-03-05;0.0
109;109;2015-03-06;4.4
109;109;2015-03-07;17.8
109;109;2015-03-08;7.200000000000002
109;109;2015-03-09;9.399999999999999
109;109;2015-03-10;3.4
109;109;2015-03-11;0.2
109;109;2015-03-12;0.0
109;109;2015-03-13;0.0
109;109;2015-03-14;0.0
109;109;2015-03-15;0.0
109;109;2015-03-16;0.0
109;109;2015-03-17;0.0
109;109;2015-03-18;0.0
109;109;2015-03-19;0.0
109;109;2015-03-20;0.0
109;109;2015-03-21;1.6
109;109;2015-03-22;9.6
109;109;2015-03-23;0.0
109;109;2015-03-24;0.0
109;109;2015-03-25;4.4
109;109;2015-03-26;0.0
109;109;2015-03-27;14.2
109;109;2015-03-28;8.4
109;109;2015-03-29;3.4000000000000004
109;109;2015-03-30;0.0
109;109;2015-03-31;7.6000000000000005
109;109;2015-04-01;0.0
109;109;2015-04-02;33.00000000000001
109;109;2015-04-03;17.999999999999993
109;109;2015-04-04;0.4
109;109;2015-04-05;2.8
109;109;2015-04-06;0.0
109;109;2015-04-07;9.399999999999999
109;109;2015-04-08;12.399999999999986
109;109;2015-04-09;7.800000000000004
109;109;2015-04-10;328.3999999999999
109;109;2015-04-11;1.5999999999999999
109;109;2015-04-12;6.200000000000002
109;109;2015-04-13;82.4
109;109;2015-04-14;0.6000000000000001
109;109;2015-04-15;4.0
109;109;2015-04-16;0.2
109;109;2015-04-17;0.2
109;109;2015-04-18;103.40000000000002
109;109;2015-04-19;1.2
109;109;2015-04-20;55.6
109;109;2015-04-21;175.2
109;109;2015-04-22;0.0
109;109;2015-04-23;0.2
109;109;2015-04-24;12.999999999999995
109;109;2015-04-25;13.2
109;109;2015-04-26;269.4
109;109;2015-04-27;372.40000000000003
109;109;2015-04-28;40.199999999999996
109;109;2015-04-29;0.6
109;109;2015-04-30;107.20000000000003
109;109;2015-05-01;48.99999999999999
109;109;2015-05-02;0.0
109;109;2015-05-03;79.8
109;109;2015-05-04;25.599999999999998
109;109;2015-05-05;7.600000000000002
109;109;2015-05-06;0.0
109;109;2015-05-07;0.0
109;109;2015-05-08;80.79999999999998
109;109;2015-05-09;88.0
109;109;2015-05-10;3.4000000000000004
109;109;2015-05-11;16.999999999999993
109;109;2015-05-12;220.4
109;109;2015-05-13;60.79999999999999
109;109;2015-05-14;0.0
109;109;2015-05-15;5.8
109;109;2015-05-16;0.0
109;109;2015-05-17;0.4
109;109;2015-05-18;32.400000000000006
109;109;2015-05-19;6.800000000000001
109;109;2015-05-20;6.8
109;109;2015-05-21;0.2
109;109;2015-05-22;41.8
109;109;2015-05-23;3.0
109;109;2015-05-24;14.2
109;109;2015-05-25;266.6
109;109;2015-05-26;7.000000000000002
109;109;2015-05-27;56.80000000000003
109;109;2015-05-28;1.0
109;109;2015-05-29;0.4
109;109;2015-05-30;12.399999999999995
109;109;2015-05-31;3.0000000000000004
109;109;2015-06-01;1.4
109;109;2015-06-02;1.2
109;109;2015-06-03;0.8
109;109;2015-06-04;1.0
109;109;2015-06-05;0.8
109;109;2015-06-06;0.6000000000000001
109;109;2015-06-07;4.6000000000000005
109;109;2015-06-08;0.6000000000000001
109;109;2015-06-09;0.8
109;109;2015-06-10;11.999999999999998
109;109;2015-06-11;0.4
109;109;2015-06-12;0.6000000000000001
109;109;2015-06-13;0.4
109;109;2015-06-14;0.6000000000000001
109;109;2015-06-15;0.4
109;109;2015-06-16;0.4
109;109;2015-06-17;0.4
109;109;2015-06-18;12.200000000000001
109;109;2015-06-19;0.0
109;109;2015-06-20;0.0
109;109;2015-06-21;0.0
109;109;2015-06-22;9.8
109;109;2015-06-23;11.399999999999999
109;109;2015-06-24;0.0
